Locations Axis	Global	
Values axis	Global	
x(mm)	y(mm)	z(mm)	Value(N_m2)	
71.048	55	46.7329	5.48112e+006	
73.4774	55	46.4201	5.46915e+006	
71.0535	55	48.8729	5.64776e+006	
74.0683	55	48.8755	5.60912e+006	
70.9452	51.3542	50	4.62898e+006	
89.0311	55	48.8304	3.54678e+006	
73.7268	51.914	50	4.69597e+006	
70.6419	53.8275	50	5.28374e+006	
73.9335	53.9628	50	5.28013e+006	
75.539	55	46.1662	5.33785e+006	
78.2848	55	46.3567	5.12651e+006	
78.9896	55	48.6786	5.19486e+006	
75.8828	51.4851	50	4.49753e+006	
78.4988	51.1347	50	4.27504e+006	
76.0895	53.5338	50	5.03764e+006	
78.8373	53.7473	50	4.84683e+006	
80.9799	55	46.2099	4.80263e+006	
83.444	55	46.3791	4.44339e+006	
81.342	55	48.6786	4.86068e+006	
83.8531	55	48.823	4.46212e+006	
81.0399	51.2087	50	4.08105e+006	
86.4918	55	48.632	4.00364e+006	
83.7162	51.7703	50	3.89143e+006	
81.1897	53.7473	50	4.55809e+006	
83.8636	53.8318	50	4.20846e+006	
85.7532	51.7637	50	3.63481e+006	
88.4861	51.1475	50	3.26976e+006	
85.9006	53.8253	50	3.91138e+006	
88.5295	53.7941	50	3.47343e+006	
86.0192	55	46.0341	4.002e+006	
88.5518	55	46.5971	3.58659e+006	
96.323	55	48.6776	2.28297e+006	
91.136	55	46.7764	3.13236e+006	
93.3452	55	46.4432	2.75778e+006	
91.412	55	49.0536	3.12752e+006	
93.8837	55	48.8702	2.67408e+006	
90.9547	51.1884	50	2.98668e+006	
109.098	55	48.9329	669265	
93.6478	51.6248	50	2.6467e+006	
90.9383	53.7941	50	3.0574e+006	
93.75	53.75	50	2.63447e+006	
95.5953	55	46.1466	2.39235e+006	
98.3573	55	46.3522	1.97756e+006	
98.7815	55	48.7663	1.90638e+006	
95.7584	51.4499	50	2.38897e+006	
98.3978	51.0853	50	2.10394e+006	
95.8606	53.5751	50	2.31063e+006	
98.6258	53.722	50	1.92202e+006	
100.935	55	46.3833	1.61898e+006	
103.436	55	46.3033	1.30863e+006	
101.282	55	48.7663	1.54331e+006	
103.602	55	48.75	1.24933e+006	
100.98	51.2059	50	1.82001e+006	
106.586	55	48.7431	915594	
103.665	51.673	50	1.50452e+006	
101.126	53.722	50	1.59997e+006	
103.602	53.75	50	1.30504e+006	
105.896	51.7254	50	1.287e+006	
108.486	51.1466	50	1.13559e+006	
105.834	53.8023	50	1.06505e+006	
108.677	53.8034	50	792762	
106.143	55	46.2863	1.01885e+006	
108.732	55	46.5529	765982	
116.248	55	48.804	186804	
111.051	55	46.6562	575930	
113.358	55	46.2506	433582	
111.403	55	49.0454	478441	
113.885	55	48.7425	310902	
110.856	51.225	50	941185	
129.206	55	48.8259	167809	
113.575	51.6197	50	717376	
110.938	53.8034	50	608892	
113.75	53.75	50	442896	
115.572	55	46.162	329060	
118.106	55	46.4009	240508	
118.893	55	48.6753	116660	
115.664	51.5627	50	606245	
118.458	51.157	50	503119	
115.84	53.6931	50	324585	
118.785	53.7412	50	205446	
120.864	55	46.1134	208950	
123.496	55	46.3701	197464	
121.301	55	48.6753	125002	
123.762	55	48.7518	146825	
120.869	51.3118	50	375482	
126.711	55	48.868	164761	
123.497	51.6669	50	261656	
121.194	53.7412	50	167199	
123.659	53.75	50	141812	
125.73	51.7207	50	206470	
128.497	51.0264	50	165881	
125.892	53.8038	50	122863	
128.881	53.7442	50	127093	
126.07	55	46.4565	194498	
128.819	55	46.5856	187338	
139.238	55	48.8666	77775.4	
131.327	55	46.7864	172339	
133.647	55	46.5518	153550	
131.709	55	48.941	153891	
134.032	55	48.9438	138374	
131.033	51.1128	50	112470	
136.693	55	48.745	108928	
133.866	51.7493	50	81818.4	
131.233	53.7442	50	120700	
133.899	53.8523	50	104725	
136.005	51.6873	50	65710.8	
138.441	51.0773	50	48218.4	
136.039	53.7903	50	88850.6	
138.768	53.7999	50	65612.9	
136.094	55	46.284	125827	
139.063	55	46.5576	88540.5	
141.755	55	46.4164	56481.4	
141.538	55	48.8435	50055.3	
143.94	55	48.8862	24777.4	
141.078	51.2198	50	40702.1	
143.698	51.5372	50	31489.7	
140.938	53.7999	50	44165.8	
143.674	53.8229	50	23034.8	
13.9378	46.5712	0	1.18631e+006	
6.66109	45.9499	0	1.40641e+006	
6.17541	50	1.27348	277043	
9.32385	46.2392	0	1.29992e+006	
8.82761	50	1.32295	183287	
6.33464	50	3.75747	500423	
8.65934	50	3.7667	409500	
6.04765	48.632	0	874268	
8.85005	48.5096	0	842302	
11.6821	46.4144	0	1.23343e+006	
11.631	48.5933	0	788408	
13.9464	48.9852	0	707405	
11.5547	50	1.31826	164640	
13.8817	50	1.4546	163535	
19.1905	46.0515	0	1.2573e+006	
11.0929	50	3.82783	343350	
13.9094	50	3.92203	307190	
15.9335	50	1.35218	232095	
18.5859	50	1.25032	295100	
15.9612	50	3.8196	265134	
18.2273	50	3.82123	252029	
16.4739	46.4166	0	1.19662e+006	
23.8939	46.457	0	1.18359e+006	
16.2979	49.1354	0	679021	
18.8891	49.1354	0	696374	
21.6448	46.2495	0	1.21788e+006	
21.5009	48.5425	0	818632	
23.8919	49.0022	0	754924	
21.1771	50	1.25031	336374	
23.7491	50	1.25819	382610	
29.036	46.1391	0	1.23195e+006	
20.8333	50	3.76252	245077	
23.8429	50	3.7835	255686	
25.9108	50	1.47977	396481	
28.382	50	1.22095	470435	
26.0046	50	4.00508	276119	
28.2898	50	3.87494	277198	
26.1056	46.1555	0	1.23343e+006	
33.8747	46.4254	0	1.18228e+006	
25.9711	48.9011	0	783062	
28.6186	48.9011	0	809114	
31.5977	46.1738	0	1.22216e+006	
31.473	48.4985	0	887926	
33.8006	49.0023	0	830466	
31.1771	50	1.22095	510864	
33.6309	50	1.36765	527629	
39.2039	45.9863	0	1.22413e+006	
6.35326	50	48.7501	8.00285e+006	
30.9885	50	3.71631	291400	
33.7516	50	3.81808	301173	
35.8058	50	1.32471	558319	
38.6771	50	1.24216	592837	
35.9265	50	3.77514	306968	
38.3338	50	3.63721	317713	
36.3943	46.4334	0	1.17975e+006	
36.1269	49.1294	0	822990	
38.8657	49.1294	0	832443	
41.3023	46.1179	0	1.19783e+006	
43.7371	46.3636	0	1.16226e+006	
41.3927	48.4654	0	902281	
43.9454	48.8636	0	818760	
41.0295	50	1.24216	595591	
43.4844	50	1.25689	572551	
41.0412	50	3.74345	293741	
43.4961	50	3.75818	246718	
1.25172	50	6.60767	1.09493e+006	
3.52767	50	6.54947	988362	
1.25	50	9.20139	1.64858e+006	
3.83378	50	9.29564	1.4421e+006	
0	46.4132	6.44242	390041	
0	48.7959	6.26299	738214	
0	46.4877	8.86861	544372	
0	48.7959	8.76299	1.11162e+006	
0	46.4741	11.0059	805838	
0	48.7822	10.9003	1.42322e+006	
0	46.2945	14.0208	1.14901e+006	
0	48.8269	13.5013	2.03762e+006	
1.20324	50	11.4033	2.14643e+006	
3.78701	50	11.4975	1.82946e+006	
1.20324	50	13.9033	2.71649e+006	
3.7147	50	14.0366	2.26734e+006	
1.25	50	16.6667	3.3656e+006	
3.5231	50	16.6849	2.65755e+006	
1.23215	50	19.2242	3.87513e+006	
3.52979	50	19.1545	3.09452e+006	
0	46.3291	17.0325	1.54644e+006	
0	48.7492	16.3115	2.47138e+006	
0	46.4602	18.9171	1.78961e+006	
0	48.7492	18.8115	2.88503e+006	
0	46.4665	21.124	2.09731e+006	
0	48.7555	21.0183	3.18763e+006	
0	46.413	23.9673	2.44892e+006	
0	48.87	23.5119	4.00817e+006	
1.21662	50	21.3124	4.31964e+006	
3.51427	50	21.2427	3.42802e+006	
1.21662	50	23.9036	4.83411e+006	
3.71662	50	23.8124	3.81755e+006	
1.30049	50	26.6023	5.42828e+006	
3.4806	50	26.5383	4.15157e+006	
1.18546	50	29.2321	5.95379e+006	
3.52494	50	29.0846	4.62902e+006	
0	46.3214	26.8721	2.76601e+006	
16.6068	50	48.771	7.10197e+006	
0	48.75	26.3412	4.27921e+006	
0	46.4037	28.9073	2.99934e+006	
0	48.75	28.75	4.5801e+006	
0	46.3416	31.2494	3.29183e+006	
0	48.6879	31.0921	4.79115e+006	
0	46.364	34.0204	3.67998e+006	
0	48.8236	33.5548	5.7578e+006	
1.21901	50	31.3095	6.34413e+006	
3.55849	50	31.1619	4.94326e+006	
1.21901	50	33.957	6.86175e+006	
3.6928	50	33.8824	5.37712e+006	
1.21438	50	36.7172	7.52801e+006	
3.38387	50	36.6511	5.75815e+006	
1.14732	50	39.1626	7.97727e+006	
3.43692	50	39.0616	6.32992e+006	
0	46.3044	36.7458	3.99632e+006	
0	48.823	36.3849	6.07727e+006	
0	46.4869	38.9019	4.33177e+006	
0	48.823	38.7373	6.3107e+006	
0	46.3707	41.0071	4.60902e+006	
0	48.7068	40.8426	6.38567e+006	
0	46.1336	43.9993	4.88155e+006	
0	48.559	43.7771	6.30033e+006	
1.21142	50	41.2113	8.36707e+006	
3.50102	50	41.1103	6.77563e+006	
1.10636	50	43.821	8.94041e+006	
3.28073	50	43.8227	7.54327e+006	
5.85767	46.0563	50	7.76292e+006	
8.78196	46.535	50	7.44729e+006	
5.99966	48.6807	50	8.10517e+006	
8.63583	48.7789	50	7.68447e+006	
5.60138	50	46.4398	7.90185e+006	
8.20571	50	46.2501	7.47191e+006	
8.76343	50	48.7946	7.65253e+006	
26.368	50	48.8009	6.59674e+006	
10.8468	50	46.2946	7.19761e+006	
13.451	50	46.2952	6.99492e+006	
11.0455	46.3782	50	7.22353e+006	
13.7189	46.3541	50	7.01262e+006	
11.1358	48.7789	50	7.46058e+006	
11.2634	50	48.7946	7.43971e+006	
14.0744	48.823	50	7.26948e+006	
14.0225	50	48.823	7.26069e+006	
16.0839	46.2082	50	6.8466e+006	
18.7734	46.3388	50	6.7037e+006	
16.4395	48.677	50	7.11502e+006	
18.8897	48.7138	50	6.98807e+006	
15.956	50	46.4643	6.85413e+006	
18.4586	50	46.3529	6.68904e+006	
18.9127	50	48.632	6.95855e+006	
36.4141	50	48.7085	6.25723e+006	
20.7573	50	46.132	6.52967e+006	
23.5327	50	46.0882	6.37537e+006	
20.9804	46.3319	50	6.57952e+006	
1.48607	13.8048	0	7.84685e+006	
23.7396	46.2656	50	6.42178e+006	
21.151	48.7138	50	6.87107e+006	
21.1739	50	48.632	6.83954e+006	
23.75	48.75	50	6.74208e+006	
23.7539	50	48.6939	6.71325e+006	
26.2396	46.2656	50	6.29665e+006	
28.925	46.5043	50	6.20224e+006	
26.25	48.75	50	6.61809e+006	
28.9158	48.7511	50	6.49657e+006	
26.1771	50	46.2584	6.26783e+006	
28.5663	50	46.3738	6.17536e+006	
29.1096	50	48.8217	6.47384e+006	
30.9461	50	46.3872	6.08212e+006	
33.6072	50	46.0696	5.96669e+006	
31.0868	46.3506	50	6.08529e+006	
3.69579	43.6193	0	1.81706e+006	
33.6424	46.3544	50	5.98706e+006	
31.2749	48.7511	50	6.40495e+006	
31.4687	50	48.8217	6.38148e+006	
33.9241	48.823	50	6.33303e+006	
33.928	50	48.75	6.29891e+006	
35.9863	46.1634	50	5.89984e+006	
38.7337	46.2936	50	5.86772e+006	
36.268	48.632	50	6.25772e+006	
38.8507	48.6893	50	6.26299e+006	
36.3047	50	46.3229	5.97324e+006	
38.6443	50	46.2119	5.98372e+006	
38.9158	50	48.6922	6.26446e+006	
41.1071	50	46.219	6.08205e+006	
43.7259	50	46.2038	6.40051e+006	
4.10628	14.0244	50	2.23548e+006	
40.7346	46.3316	50	5.84151e+006	
43.7318	46.2727	50	5.7447e+006	
41.2031	48.6893	50	6.35265e+006	
41.2682	50	48.6922	6.34978e+006	
43.9138	48.677	50	6.49947e+006	
43.887	50	48.677	6.65514e+006	
1.24707	6.17729	0	1.00432e+007	
0	6.25	1.25	7.98621e+006	
3.74707	6.17728	0	8.1964e+006	
1.24707	8.43855	0	9.38038e+006	
0	8.51127	1.25	7.52471e+006	
3.72693	8.20711	0	7.5433e+006	
0	6.24844	3.72049	5.6832e+006	
0	8.79178	3.55901	5.28679e+006	
1.05902	11.5322	0	8.82435e+006	
3.44337	11.2944	0	6.89369e+006	
3.87043	13.567	0	6.33473e+006	
1.36804	23.6718	0	6.05317e+006	
0	10.6293	0.984196	7.61687e+006	
0	13.9732	1.21862	6.0607e+006	
0	10.9098	3.29321	5.05972e+006	
0	13.5675	3.31895	4.65072e+006	
1.47131	16.4989	0	7.59029e+006	
0	16.4981	1.22929	6.27128e+006	
4.11	16.3054	0	5.95221e+006	
1.47131	18.5215	0	7.09119e+006	
0	18.5206	1.22929	5.85306e+006	
3.96866	18.3016	0	5.61332e+006	
0	16.4588	3.56404	4.14783e+006	
0	18.8021	3.54589	3.92425e+006	
1.05902	21.441	0	6.86549e+006	
3.40596	21.2284	0	5.27433e+006	
3.71498	23.4592	0	4.85387e+006	
1.30399	33.7232	0	4.13407e+006	
0	20.6293	1.12125	5.61281e+006	
0	23.764	1.11899	4.68537e+006	
0	20.9108	3.43786	3.67127e+006	
0	23.5772	3.48194	3.33711e+006	
1.27816	26.4935	0	5.78466e+006	
0	26.4357	1.22327	4.64172e+006	
3.88799	26.1267	0	4.51436e+006	
1.27816	28.4033	0	5.30336e+006	
0	28.3455	1.22327	4.20528e+006	
3.78239	28.3405	0	4.20799e+006	
0	26.3498	3.58395	2.94217e+006	
0	28.6373	3.65032	2.68915e+006	
1.13197	31.4488	0	4.75582e+006	
3.56383	31.1776	0	3.80787e+006	
3.73586	33.4519	0	3.40936e+006	
1.28508	43.7085	0	2.01462e+006	
0	30.8369	1.17376	3.85466e+006	
0	33.7498	1.0625	3.12066e+006	
0	31.1287	3.60081	2.35788e+006	
0	33.8411	3.53445	2.06003e+006	
1.20777	36.5679	0	3.68269e+006	
0	36.5451	1.25	2.83123e+006	
3.80216	36.1746	0	3.02102e+006	
1.20777	38.3866	0	3.22467e+006	
0	38.3637	1.25	2.40758e+006	
3.70425	38.3239	0	2.69342e+006	
0	36.4592	3.61069	1.68456e+006	
0	38.7285	3.67872	1.42019e+006	
1.13197	41.2078	0	2.59204e+006	
3.54268	41.1186	0	2.24766e+006	
0	40.5547	1.15579	2.08871e+006	
0	43.644	1.26598	1.40077e+006	
0	40.9195	3.58451	1.14335e+006	
0	43.6404	3.64795	821306	
1.38589	6.15244	50	1.01205e+006	
3.89279	5.79567	50	893214	
1.26559	8.55768	50	1.50099e+006	
3.80373	8.93946	50	1.43951e+006	
0	6.2357	46.5021	397528	
0	8.46479	46.4677	515528	
0	6.48506	48.9672	815434	
0	8.74633	48.9672	1.25479e+006	
0	11.599	46.0665	797696	
0	14.0119	46.7207	1.22523e+006	
0	11.5244	48.5252	1.42197e+006	
0	13.9903	48.7932	1.8786e+006	
3.97508	23.9894	50	3.76228e+006	
1.26559	11.0295	50	2.14399e+006	
3.9949	11.864	50	1.93829e+006	
1.52023	13.9489	50	2.70166e+006	
1.50031	15.8693	50	3.11654e+006	
4.08635	15.9447	50	2.55939e+006	
1.36804	18.8171	50	3.70804e+006	
3.86749	19.1202	50	3.10636e+006	
0	16.4958	46.9083	1.63112e+006	
0	18.731	46.478	1.81299e+006	
0	16.4742	48.9808	2.62611e+006	
0	19.0654	48.9808	3.34046e+006	
0	21.6741	45.959	2.04599e+006	
0	24.3023	46.659	2.52073e+006	
0	21.5896	48.459	2.98438e+006	
0	24.0718	48.7676	3.46141e+006	
4.09796	34.0468	50	5.25566e+006	
1.36804	21.1347	50	4.35096e+006	
3.88781	21.9268	50	3.5652e+006	
1.44442	23.8357	50	4.7583e+006	
1.45938	25.8598	50	5.15807e+006	
3.99004	26.0135	50	4.07833e+006	
1.17705	28.8762	50	5.83449e+006	
3.71098	29.185	50	4.69194e+006	
0	26.5648	46.8899	2.92748e+006	
0	28.5692	46.3394	2.99007e+006	
0	26.3343	48.9985	4.41101e+006	
0	29.083	48.9985	5.28251e+006	
0	31.6357	46.058	3.25373e+006	
0	34.1509	46.5671	3.6962e+006	
0	31.6906	48.4855	4.48727e+006	
0	34.0976	48.6683	4.8934e+006	
8.90621	0	13.4908	6.20459e+006	
1.17705	31.2783	50	6.49566e+006	
3.89919	31.8979	50	5.09377e+006	
1.56385	34.0054	50	6.6171e+006	
8.86579	0	23.5246	4.64603e+006	
1.52706	35.8419	50	7.03545e+006	
4.06117	35.8832	50	5.58679e+006	
1.44099	38.7911	50	7.54837e+006	
3.94099	39.1099	50	6.27129e+006	
0	36.5372	46.8802	4.18015e+006	
0	38.7184	46.5111	4.3502e+006	
0	36.4838	48.9815	6.14845e+006	
0	39.075	48.9815	7.04291e+006	
0	41.7248	45.9208	4.54832e+006	
0	44.072	46.7755	5.26026e+006	
0	41.5673	48.449	5.99971e+006	
0	44.3477	48.8193	6.79652e+006	
1.44099	41.1087	50	8.28929e+006	
4.06897	42.1774	50	7.01575e+006	
1.53501	44.4161	50	8.88282e+006	
4.04057	44.053	50	7.45263e+006	
41.1822	0	6.13748	4.55557e+006	
43.6783	0	6.12931	4.24425e+006	
41.351	0	8.45827	4.34766e+006	
43.637	0	8.39305	4.07766e+006	
40.9695	0	11.3381	4.16788e+006	
43.3676	0	11.5539	3.87613e+006	
41.4181	0	14.0208	3.9165e+006	
43.7794	0	14.1785	3.65955e+006	
41.421	0	16.022	3.77634e+006	
43.7823	0	16.1797	3.53174e+006	
41.223	0	18.3286	3.62988e+006	
43.7823	0	18.263	3.40603e+006	
41.0056	0	21.1674	3.45285e+006	
43.5736	0	21.132	3.24653e+006	
41.4562	0	24.2122	3.20494e+006	
43.8066	0	24.2972	3.03906e+006	
41.3856	0	26.0301	3.08429e+006	
43.736	0	26.1151	2.92534e+006	
41.2523	0	28.3091	2.92167e+006	
43.736	0	28.1984	2.79319e+006	
41.0085	0	31.1471	2.71881e+006	
43.576	0	30.9708	2.60437e+006	
41.6088	0	34.0464	2.45076e+006	
43.9639	0	34.2023	2.34386e+006	
41.3642	0	35.943	2.2999e+006	
43.7193	0	36.0989	2.1925e+006	
41.216	0	38.268	2.0848e+006	
43.8452	0	38.4201	1.99195e+006	
41.1181	0	41.1495	1.80029e+006	
43.718	0	41.1687	1.73359e+006	
41.8782	0	44.0811	1.44297e+006	
43.8783	0	44.4859	1.37339e+006	
36.0481	0	6.29921	5.16723e+006	
38.8585	0	6.27448	4.83137e+006	
36.4835	0	8.52489	4.91181e+006	
39.0273	0	8.59527	4.61646e+006	
35.8493	0	11.299	4.73078e+006	
38.3769	0	11.26	4.46605e+006	
36.0707	0	14.0164	4.46406e+006	
38.8838	0	13.9807	4.18783e+006	
36.4247	0	16.1171	4.25038e+006	
38.4582	0	15.859	4.08104e+006	
36.4564	0	18.8847	4.00915e+006	
38.777	0	18.6756	3.82877e+006	
36.042	0	21.3372	3.83439e+006	
38.4632	0	21.4304	3.64093e+006	
35.9908	0	23.992	3.60579e+006	
38.8967	0	24.1105	3.39829e+006	
36.3446	0	26.429	3.37315e+006	
38.4417	0	26.2199	3.26158e+006	
36.4833	0	28.7375	3.15808e+006	
38.8732	0	28.6091	3.04017e+006	
36.1885	0	31.3559	2.93536e+006	
38.5054	0	31.25	2.83651e+006	
36.0849	0	33.9079	2.69222e+006	
38.9225	0	34.0804	2.56546e+006	
36.3172	0	36.3201	2.44311e+006	
38.422	0	36.162	2.38839e+006	
36.389	0	38.6347	2.18978e+006	
38.8387	0	38.6458	2.12598e+006	
36.132	0	41.2852	1.8888e+006	
38.5118	0	41.1126	1.8661e+006	
36.5614	0	43.8723	1.54121e+006	
39.0937	0	43.5637	1.55635e+006	
31.2487	0	6.1939	5.70479e+006	
33.7872	0	6.06059	5.44424e+006	
31.3162	0	8.40292	5.46795e+006	
33.8009	0	8.37883	5.21904e+006	
30.8986	0	11.3182	5.21084e+006	
33.4917	0	11.308	4.96802e+006	
31.4301	0	14.0304	4.8878e+006	
33.6047	0	14.0244	4.69767e+006	
31.469	0	15.9438	4.69557e+006	
33.6435	0	15.9378	4.51115e+006	
31.3178	0	18.1791	4.48027e+006	
33.9381	0	18.4179	4.2598e+006	
31.0349	0	21.188	4.19955e+006	
33.6136	0	21.0838	4.03585e+006	
31.419	0	24.1801	3.8737e+006	
33.5225	0	24.0813	3.75966e+006	
31.3816	0	26.0694	3.68718e+006	
33.4852	0	25.9705	3.57821e+006	
31.2343	0	28.3688	3.45346e+006	
33.8678	0	28.4964	3.31958e+006	
31.0749	0	31.0338	3.18093e+006	
33.7055	0	31.2577	3.05428e+006	
31.4398	0	34.1676	2.82397e+006	
33.6005	0	33.9341	2.78196e+006	
31.3837	0	36.0476	2.61412e+006	
33.5444	0	35.8142	2.57654e+006	
31.1794	0	38.1923	2.3592e+006	
33.7842	0	38.3007	2.29505e+006	
31.1706	0	41.1444	1.98248e+006	
33.75	0	41.25	1.93577e+006	
31.9087	0	43.6926	1.61465e+006	
34.0155	0	43.7412	1.59216e+006	
26.1425	0	6.23614	6.19422e+006	
28.9437	0	6.34525	5.91746e+006	
26.5153	0	8.43657	5.91218e+006	
29.0112	0	8.55427	5.67573e+006	
26.1374	0	11.1632	5.63764e+006	
28.5076	0	11.1732	5.44009e+006	
26.0766	0	14.0224	5.31527e+006	
28.9021	0	14.0284	5.09962e+006	
26.3247	0	16.2344	5.04695e+006	
28.4479	0	16.0152	4.92206e+006	
26.4507	0	18.8721	4.73726e+006	
28.8679	0	18.6898	4.604e+006	
26.0246	0	21.2981	4.48585e+006	
28.4805	0	21.4473	4.33239e+006	
26.0968	0	24.1636	4.15073e+006	
28.9123	0	24.1823	4.01254e+006	
26.3362	0	26.1834	3.90865e+006	
28.4838	0	25.9832	3.83846e+006	
26.4055	0	28.6879	3.61365e+006	
28.8091	0	28.5798	3.53776e+006	
26.0274	0	31.2516	3.32413e+006	
28.4885	0	31.1336	3.26212e+006	
26.1621	0	34.09	2.9729e+006	
28.8831	0	34.1199	2.90409e+006	
26.2762	0	36.4225	2.67776e+006	
28.4226	0	36.2174	2.66156e+006	
26.4579	0	38.7264	2.37012e+006	
28.8737	0	38.6995	2.33896e+006	
26.1734	0	41.1478	2.0362e+006	
28.6706	0	41.1444	2.01434e+006	
26.5015	0	43.9131	1.61413e+006	
29.1377	0	43.6431	1.6445e+006	
21.2047	0	6.14416	6.62902e+006	
23.691	0	6.02165	6.43334e+006	
21.3084	0	8.32949	6.35586e+006	
23.8372	0	8.28375	6.16015e+006	
20.8417	0	11.3482	6.01355e+006	
23.5166	0	11.3812	5.81817e+006	
21.4302	0	14.0306	5.6312e+006	
23.6046	0	14.0244	5.49331e+006	
21.3945	0	16.0629	5.37712e+006	
23.569	0	16.0567	5.24501e+006	
21.2634	0	18.3706	5.08321e+006	
23.826	0	18.4802	4.9402e+006	
20.7137	0	21.1763	4.74745e+006	
23.369	0	21.245	4.62529e+006	
21.4142	0	24.0208	4.35743e+006	
23.5981	0	24.0129	4.27888e+006	
21.3509	0	26.0783	4.10159e+006	
23.5349	0	26.0704	4.02747e+006	
21.2528	0	28.434	3.80138e+006	
23.7995	0	28.4968	3.72538e+006	
21.1308	0	31.132	3.45862e+006	
23.632	0	31.132	3.40313e+006	
21.3792	0	34.0312	3.0735e+006	
23.6599	0	33.967	3.04289e+006	
21.3926	0	36.1773	2.78661e+006	
23.6733	0	36.1131	2.75899e+006	
21.1899	0	38.2914	2.49305e+006	
23.7742	0	38.3145	2.46289e+006	
21.058	0	41.0486	2.09159e+006	
23.6005	0	41.125	2.06359e+006	
21.8096	0	43.6669	1.67585e+006	
24.0041	0	43.7061	1.66119e+006	
16.1182	0	6.33277	7.00904e+006	
18.868	0	6.31851	6.79346e+006	
16.4759	0	8.48342	6.69538e+006	
18.9718	0	8.50385	6.51559e+006	
15.8928	0	11.2597	6.33625e+006	
18.2562	0	11.2259	6.20279e+006	
16.1952	0	13.8348	5.94224e+006	
18.9014	0	14.0291	5.78244e+006	
16.1595	0	16.4946	5.55543e+006	
18.3373	0	16.352	5.49011e+006	
16.3429	0	18.9363	5.19937e+006	
18.7701	0	18.7951	5.13844e+006	
15.9179	0	21.3959	4.8648e+006	
18.1934	0	21.1362	4.84063e+006	
16.0809	0	23.9864	4.5039e+006	
18.9033	0	23.9585	4.44421e+006	
16.14	0	26.4693	4.16623e+006	
18.1994	0	26.1681	4.16845e+006	
16.5223	0	28.9868	3.82178e+006	
18.9837	0	28.9281	3.78893e+006	
16.0232	0	31.2619	3.5215e+006	
18.5334	0	31.2619	3.48761e+006	
16.1043	0	34.1806	3.12033e+006	
18.8845	0	34.163	3.09229e+006	
16.246	0	36.3662	2.81338e+006	
18.3558	0	36.3042	2.80292e+006	
16.2681	0	38.6797	2.47918e+006	
18.6827	0	38.6439	2.4654e+006	
16.0554	0	41.2088	2.09844e+006	
18.5129	0	41.1324	2.09662e+006	
16.6278	0	43.884	1.66189e+006	
19.0417	0	43.5183	1.71252e+006	
8.67513	0	8.36707	7.19832e+006	
11.2895	0	6.2352	7.42421e+006	
13.7717	0	6.05643	7.2291e+006	
11.4873	0	8.43546	7.03477e+006	
13.7917	0	8.31463	6.91298e+006	
11.1607	0	11.4993	6.51123e+006	
13.5183	0	11.4046	6.43745e+006	
11.6191	0	14.1997	6.04009e+006	
13.7326	0	13.842	6.04282e+006	
11.629	0	16.1925	5.72101e+006	
13.7425	0	15.8347	5.7287e+006	
11.5312	0	18.3135	5.38954e+006	
13.8904	0	18.4779	5.32922e+006	
11.1323	0	21.3997	4.93126e+006	
13.6441	0	21.4205	4.90086e+006	
11.7001	0	24.1876	4.53282e+006	
13.6062	0	24.0841	4.52933e+006	
11.6361	0	26.1823	4.25792e+006	
13.5422	0	26.0788	4.25424e+006	
11.3997	0	28.4114	3.95423e+006	
13.8052	0	28.4653	3.92497e+006	
11.0899	0	31.3175	3.55596e+006	
13.6059	0	31.3541	3.53076e+006	
11.6295	0	34.2154	3.15119e+006	
13.6534	0	34.1281	3.14824e+006	
11.5846	0	36.2925	2.85756e+006	
13.6085	0	36.2051	2.85495e+006	
11.35	0	38.4542	2.54497e+006	
13.7714	0	38.3374	2.54539e+006	
11.063	0	41.1537	2.1403e+006	
13.6734	0	41.1478	2.12427e+006	
11.6287	0	43.7275	1.72604e+006	
14.0158	0	43.5005	1.7432e+006	
8.60829	0	18.3186	5.40968e+006	
6.2955	0	5.70852	7.9996e+006	
8.88096	0	5.71299	7.7161e+006	
6.43747	0	8.42066	7.28077e+006	
8.76432	0	28.3201	3.98549e+006	
6.11729	0	11.2686	6.69865e+006	
8.72122	0	10.6674	6.74769e+006	
6.44475	0	14.0999	6.12537e+006	
8.81306	0	33.3799	3.28915e+006	
6.26814	0	16.6322	5.72118e+006	
8.73588	0	15.9743	5.78454e+006	
6.45171	0	18.6546	5.38758e+006	
8.61891	0	38.3653	2.57859e+006	
6.18401	0	21.3229	5.03502e+006	
8.71936	0	20.8704	5.02644e+006	
6.50102	0	24.104	4.60853e+006	
6.31575	0	26.7127	4.26448e+006	
8.80358	0	25.9319	4.31363e+006	
6.49427	0	28.7759	3.965e+006	
6.12165	0	31.2611	3.65233e+006	
8.79138	0	30.824	3.64432e+006	
6.45793	0	34.0383	3.23801e+006	
6.30015	0	36.5839	2.88082e+006	
8.75861	0	35.987	2.9243e+006	
6.43785	0	38.625	2.57123e+006	
5.97438	0	41.1591	2.20169e+006	
8.61081	0	40.8895	2.20432e+006	
6.525	0	43.9904	1.75108e+006	
8.81351	0	43.6338	1.7723e+006	
56.2121	-5	5.63587	163232	
58.9998	-5	5.94035	208103	
56.4002	-5	8.14376	252679	
58.6026	-5	7.97469	291909	
56.25	-5	11.25	395681	
58.9093	-5	11.3069	465589	
56.181	-5	13.713	507994	
58.941	-5	13.6578	593752	
56.1547	-5	15.7999	601311	
58.9147	-5	15.7446	693350	
