Locations Axis	Global	
Values axis	Global	
x(mm)	y(mm)	z(mm)	Value(N_m2)	
56.3024	-5	18.3498	719066	
58.4226	-5	18.3572	803826	
56.2106	-5	21.281	802297	
58.9049	-5	21.3127	912605	
56.25	-5	23.712	862957	
58.868	-5	23.7216	970838	
56.25	-5	25.7259	890076	
58.868	-5	25.7355	998371	
56.3766	-5	28.2913	915050	
58.5349	-5	28.2856	1.00466e+006	
56.2681	-5	31.177	879979	
58.8482	-5	31.2073	975666	
56.1501	-5	33.6371	832426	
58.7879	-5	33.75	911880	
56.1265	-5	35.7294	768738	
58.7643	-5	35.8423	841731	
56.1955	-5	38.296	675758	
58.6713	-5	38.2042	740316	
63.7854	-5	6.19758	272577	
56.2671	-5	41.2843	522720	
58.9505	-5	41.3648	566049	
56.3011	-5	43.3941	400218	
58.8924	-5	43.6719	427667	
61.4979	-5	6.2314	260820	
61.3841	-5	8.68148	366409	
63.8782	-5	11.0169	498129	
64.0241	-5	8.51416	374027	
61.4645	-5	11.144	496250	
61.4962	-5	13.495	615292	
63.6401	-5	16.0109	741561	
63.9224	-5	13.5161	618047	
61.305	-5	15.8647	735396	
61.2689	-5	18.5196	849108	
63.5713	-5	21.1035	930641	
63.6351	-5	18.7837	852270	
61.2452	-5	21.0454	938355	
61.2084	-5	23.4543	995770	
63.6522	-5	26.1629	1.01013e+006	
63.5647	-5	23.7908	985863	
61.2171	-5	26.0282	1.02809e+006	
61.1792	-5	28.5869	1.02869e+006	
63.7124	-5	31.0311	969058	
63.5853	-5	28.6862	1.00323e+006	
61.2654	-5	31.0075	995789	
61.205	-5	33.5502	933948	
63.6565	-5	35.9776	811408	
63.6682	-5	33.662	898343	
61.1503	-5	36.0056	841909	
61.2758	-5	38.4737	725434	
63.5762	-5	38.7955	675370	
63.7837	-5	40.9559	551453	
61.3998	-5	40.9654	585168	
66.3915	-5	6.32686	277408	
61.3417	-5	43.2725	449017	
64.2239	-5	43.7081	387113	
68.921	-5	6.4234	247794	
66.4122	-5	8.76899	374532	
68.8393	-5	8.83929	333205	
66.1891	-5	11.2928	490583	
68.6161	-5	11.3631	433581	
66.1422	-5	13.917	607620	
68.6227	-5	13.5831	513458	
66.1656	-5	16.3726	710615	
68.6461	-5	16.0387	603253	
75	18.633	21.082	3.07709e+006	
66.1205	-5	18.9395	803166	
68.727	-5	18.9174	679532	
65.948	-5	21.429	880676	
68.5546	-5	21.4068	752397	
66.0202	-5	23.9144	922637	
68.467	-5	23.8252	788321	
66.1784	-5	26.4764	935105	
68.6252	-5	26.3872	798876	
66.1524	-5	28.924	922233	
68.6253	-5	28.8701	781928	
65.9154	-5	31.4237	894362	
68.3883	-5	31.3698	762850	
69.0955	-5	43.3854	255401	
65.9142	-5	33.9148	822985	
68.197	-5	33.6762	713607	
66.1257	-5	36.4138	720217	
68.4085	-5	36.1752	618062	
75	18.5206	11.4081	3.16937e+006	
66.1289	-5	38.9004	598629	
68.6727	-5	38.8837	486466	
65.9818	-5	41.1185	488589	
68.5257	-5	41.1019	387483	
66.5046	-5	43.3161	347694	
75	18.4078	16.2342	3.08307e+006	
75	16.0973	6.61124	2.4223e+006	
75	18.6358	6.46147	3.12488e+006	
75	16.2432	9.06053	2.59711e+006	
75	18.6703	8.96056	3.11575e+006	
75	15.9402	11.509	2.62107e+006	
75	16.0559	14.008	2.6092e+006	
75	18.3348	13.8076	3.02999e+006	
75	18.6505	26.1664	3.0085e+006	
75	16.1018	16.2113	2.63445e+006	
75	16.132	18.8616	2.55628e+006	
75	18.5131	18.7666	3.00227e+006	
75	18.5635	31.3539	2.91975e+006	
75	16.1425	21.1336	2.55818e+006	
75	16.3572	23.6612	2.50696e+006	
75	18.6524	23.5935	2.99748e+006	
75	18.6079	36.2701	2.87301e+006	
75	16.169	26.1511	2.45979e+006	
75	16.25	28.75	2.38916e+006	
75	18.5934	28.781	2.90178e+006	
75	18.7599	41.4111	2.82264e+006	
75	16.1048	31.2787	2.34541e+006	
75	16.2201	33.8229	2.28155e+006	
75	18.5986	33.7701	2.86498e+006	
75	16.1106	36.3294	2.23701e+006	
75	16.2294	38.8229	2.16121e+006	
75	18.5973	38.77	2.78461e+006	
75	13.8119	8.82627	2.12984e+006	
75	16.0948	41.208	2.08107e+006	
75	16.6409	44.0431	2.09523e+006	
75	18.9975	43.7916	2.86064e+006	
75	11.1508	6.29688	1.51175e+006	
75	13.7486	6.27589	1.90179e+006	
75	11.215	8.63414	1.7191e+006	
75	13.5369	13.9976	2.19725e+006	
75	13.5445	18.8294	2.14519e+006	
75	11.25	11.25	1.83029e+006	
75	13.6857	11.2337	2.18478e+006	
75	11.0224	13.7509	1.85506e+006	
75	10.9548	16.4116	1.84042e+006	
75	13.4895	16.4023	2.16667e+006	
75	11.0333	18.6444	1.83891e+006	
75	13.5777	23.7516	2.0407e+006	
75	13.6012	28.7692	1.91209e+006	
75	11.1561	21.441	1.78827e+006	
75	13.5486	21.3246	2.08889e+006	
75	10.9534	23.6496	1.72408e+006	
75	11.0388	26.2741	1.64693e+006	
75	13.6041	26.2692	1.97785e+006	
75	11.0203	28.7567	1.57904e+006	
75	13.5534	33.8517	1.75647e+006	
75	13.568	38.9474	1.59042e+006	
75	11.036	31.2632	1.48293e+006	
75	13.5929	31.2787	1.83916e+006	
75	11.0714	33.5714	1.41861e+006	
75	11.0693	36.3279	1.30178e+006	
75	13.5401	36.4474	1.67398e+006	
75	11.0714	38.5714	1.2264e+006	
75	8.46547	16.369	1.55712e+006	
75	8.55003	11.215	1.48275e+006	
75	11.2189	41.5139	1.10892e+006	
75	13.5155	41.399	1.48531e+006	
75	11.662	43.821	1.06879e+006	
75	13.8625	43.8875	1.43042e+006	
75	8.48126	21.2624	1.51005e+006	
75	5.97789	6.62648	935348	
75	8.67015	6.39179	1.21306e+006	
75	6.32871	8.94911	1.11542e+006	
75	8.67565	8.79605	1.37874e+006	
75	5.85554	11.1337	1.16648e+006	
75	6.18166	13.8885	1.28234e+006	
75	8.47544	13.869	1.5321e+006	
75	8.36608	26.3406	1.36777e+006	
75	5.88491	16.3232	1.29153e+006	
75	6.25196	18.834	1.32458e+006	
75	8.51455	18.6895	1.54667e+006	
75	8.41818	31.4477	1.19099e+006	
75	6.04993	21.1189	1.2903e+006	
75	6.15983	23.941	1.23855e+006	
75	8.36323	23.8406	1.43635e+006	
75	8.44305	36.3075	994313	
75	5.84428	26.3455	1.15427e+006	
75	6.16268	28.941	1.0878e+006	
75	8.43298	28.9477	1.28393e+006	
75	8.77126	41.1429	819190	
75	5.95615	31.3447	989893	
75	6.16323	33.9797	891690	
75	8.46931	33.7624	1.10228e+006	
75	6.05572	36.2304	796307	
75	6.18179	38.9004	683418	
75	8.44305	38.8075	886684	
75	3.35219	13.5946	979113	
75	5.92747	41.1219	575045	
75	3.74789	8.76951	823137	
75	6.70696	43.6654	522463	
75	9.13051	43.941	725880	
75	1.1324	6.62914	434921	
75	3.62649	6.18711	656713	
75	1.24157	9.04357	579959	
75	3.38531	18.8393	1.05824e+006	
75	3.40444	23.5899	1.01684e+006	
75	0.692546	11.5355	631196	
75	3.52121	10.9169	900013	
75	1.01202	14.3461	764276	
75	3.28874	28.8172	874378	
75	0.777952	16.7196	785944	
75	3.2888	16.302	1.02761e+006	
75	1.14209	19.2882	848588	
75	3.33705	33.8692	698153	
75	0.659427	21.4382	795924	
75	3.46824	21.2531	1.05295e+006	
75	0.999648	24.1975	801007	
75	3.43724	38.7623	508790	
75	0.749218	26.7644	728444	
75	3.26129	26.1985	944775	
75	1.06658	29.2871	693553	
75	0.74065	31.6061	600058	
75	3.39608	31.3164	794802	
75	1.09082	34.384	537443	
75	0.768786	36.7403	438101	
75	3.37867	36.373	599610	
75	1.10592	39.2298	372208	
75	0.784242	41.5521	278896	
75	3.30898	41.1537	403277	
75	1.45029	43.82	227348	
75	3.63479	43.5284	326208	
116.323	25	6.28205	1.40491e+006	
118.834	25	6.16401	1.20254e+006	
116.351	25	8.7091	1.45465e+006	
118.823	25	8.78205	1.20377e+006	
116.278	25	11.177	1.42026e+006	
118.75	25	11.25	1.21045e+006	
116.25	25	13.75	1.41325e+006	
118.823	25	13.723	1.1904e+006	
116.25	25	16.25	1.41328e+006	
118.823	25	16.223	1.1719e+006	
116.25	25	18.75	1.41974e+006	
118.632	25	18.7418	1.18942e+006	
116.25	25	21.25	1.41271e+006	
118.632	25	21.2418	1.1909e+006	
116.25	25	23.75	1.38312e+006	
118.75	25	23.75	1.20763e+006	
116.132	25	26.2932	1.38521e+006	
118.632	25	26.2932	1.16494e+006	
116.184	25	28.7203	1.39732e+006	
118.632	25	28.7932	1.16456e+006	
116.302	25	31.177	1.35126e+006	
118.75	25	31.25	1.13814e+006	
116.25	25	33.75	1.29811e+006	
118.75	25	33.75	1.15048e+006	
116.177	25	36.2246	1.29281e+006	
118.677	25	36.2246	1.1019e+006	
116.177	25	38.7241	1.23471e+006	
118.74	25	38.6066	1.07027e+006	
116.171	25	41.1736	1.28169e+006	
118.735	25	41.0561	1.07593e+006	
116.166	25	43.6012	1.27882e+006	
118.671	25	43.6741	1.11692e+006	
111.176	25	6.34591	1.8437e+006	
113.748	25	6.36803	1.6512e+006	
111.248	25	8.86803	1.90911e+006	
113.777	25	8.79508	1.66232e+006	
111.25	25	11.25	1.93102e+006	
113.778	25	11.177	1.65901e+006	
111.25	25	13.75	1.93225e+006	
113.75	25	13.75	1.65292e+006	
111.25	25	16.25	1.94718e+006	
113.75	25	16.25	1.65209e+006	
111.25	25	18.75	1.91176e+006	
113.75	25	18.75	1.65597e+006	
111.217	25	21.3229	1.89136e+006	
113.717	25	21.3229	1.62926e+006	
111.217	25	23.823	1.87783e+006	
113.717	25	23.823	1.63842e+006	
111.25	25	26.25	1.85898e+006	
113.75	25	26.25	1.6058e+006	
111.177	25	28.6856	1.79173e+006	
113.802	25	28.677	1.59902e+006	
111.177	25	31.1856	1.76662e+006	
113.802	25	31.177	1.52352e+006	
111.252	25	33.677	1.72919e+006	
113.75	25	33.75	1.52843e+006	
111.37	25	36.1499	1.67078e+006	
113.868	25	36.2228	1.48901e+006	
111.368	25	38.7228	1.61562e+006	
113.868	25	38.7223	1.46599e+006	
111.368	25	41.1833	1.60195e+006	
113.868	25	41.1827	1.44946e+006	
111.368	25	43.6833	1.49829e+006	
113.863	25	43.6103	1.45718e+006	
106.25	25	6.25	2.45657e+006	
108.677	25	6.22788	2.18565e+006	
106.25	25	8.75	2.51466e+006	
108.75	25	8.75	2.21773e+006	
106.25	25	11.25	2.49985e+006	
108.75	25	11.25	2.22338e+006	
106.25	25	13.75	2.51056e+006	
108.75	25	13.75	2.21841e+006	
106.25	25	16.25	2.50523e+006	
108.75	25	16.25	2.21326e+006	
106.25	25	18.75	2.48317e+006	
108.75	25	18.75	2.1792e+006	
106.177	25	21.2374	2.47906e+006	
108.677	25	21.2374	2.15186e+006	
106.177	25	23.7374	2.44001e+006	
108.677	25	23.7374	2.16524e+006	
106.25	25	26.25	2.40598e+006	
108.75	25	26.25	2.10976e+006	
106.132	25	28.7392	2.31584e+006	
108.677	25	28.6856	2.08827e+006	
106.15	25	31.3572	2.27243e+006	
108.695	25	31.3037	2.00854e+006	
106.268	25	33.868	2.22633e+006	
108.77	25	33.7951	2.00088e+006	
106.25	25	36.25	2.14704e+006	
108.752	25	36.1771	1.85449e+006	
106.25	25	38.75	2.0419e+006	
108.75	25	38.75	1.83451e+006	
106.25	25	41.25	1.96217e+006	
108.75	25	41.25	1.71969e+006	
106.266	25	43.677	1.85543e+006	
108.75	25	43.75	1.6362e+006	
101.284	25	6.48607	3.03739e+006	
103.784	25	6.48607	2.76806e+006	
101.166	25	9.07847	3.1628e+006	
103.784	25	8.98607	2.81782e+006	
101.132	25	11.3424	3.18317e+006	
103.75	25	11.25	2.83515e+006	
101.25	25	13.75	3.1547e+006	
103.75	25	13.75	2.82211e+006	
101.25	25	16.25	3.14703e+006	
103.75	25	16.25	2.81317e+006	
101.25	25	18.75	3.12216e+006	
103.75	25	18.75	2.80409e+006	
101.25	25	21.25	3.09747e+006	
103.75	25	21.25	2.77575e+006	
101.25	25	23.75	3.05209e+006	
103.75	25	23.75	2.7371e+006	
101.307	25	26.177	3.01674e+006	
103.807	25	26.177	2.68263e+006	
101.307	25	28.677	2.91504e+006	
103.689	25	28.6663	2.62171e+006	
101.177	25	31.2343	2.86204e+006	
103.559	25	31.2235	2.53488e+006	
101.177	25	33.7343	2.75637e+006	
103.677	25	33.7343	2.50491e+006	
101.25	25	36.25	2.66748e+006	
103.75	25	36.25	2.38278e+006	
101.111	25	38.941	2.48206e+006	
103.75	25	38.75	2.3048e+006	
101.184	25	41.4653	2.39643e+006	
103.823	25	41.2743	2.17166e+006	
101.319	25	43.7849	2.20097e+006	
103.839	25	43.7014	2.09358e+006	
96.323	25	6.22517	3.82952e+006	
98.75	25	6.25	3.40029e+006	
96.25	25	8.75	3.88479e+006	
98.632	25	8.8424	3.46519e+006	
96.25	25	11.25	3.89029e+006	
98.632	25	11.3424	3.52388e+006	
96.25	25	13.75	3.88481e+006	
98.75	25	13.75	3.53415e+006	
96.25	25	16.25	3.85605e+006	
98.75	25	16.25	3.49645e+006	
96.25	25	18.75	3.81572e+006	
98.75	25	18.75	3.46866e+006	
96.25	25	21.25	3.77814e+006	
98.75	25	21.25	3.42163e+006	
96.2444	25	23.677	3.7103e+006	
98.75	25	23.75	3.37275e+006	
96.2701	25	26.25	3.62866e+006	
98.7757	25	26.3229	3.28262e+006	
96.2687	25	28.75	3.57043e+006	
98.7757	25	28.8229	3.27051e+006	
96.243	25	31.177	3.47373e+006	
98.75	25	31.25	3.15208e+006	
96.25	25	33.75	3.33256e+006	
98.75	25	33.75	3.04474e+006	
96.177	25	36.237	3.19942e+006	
98.6771	25	36.237	2.8626e+006	
96.177	25	38.737	3.047e+006	
98.5385	25	38.928	2.75139e+006	
96.248	25	41.25	2.87799e+006	
98.6095	25	41.441	2.59793e+006	
96.32	25	43.632	2.60457e+006	
98.7438	25	43.7607	2.37121e+006	
91.1648	25	6.37328	4.60277e+006	
93.8107	25	6.41615	4.24783e+006	
91.2377	25	8.94098	4.71396e+006	
93.7378	25	8.94098	4.25029e+006	
91.25	25	11.25	4.70865e+006	
93.75	25	11.25	4.27162e+006	
91.25	25	13.75	4.67933e+006	
93.75	25	13.75	4.26898e+006	
91.25	25	16.25	4.64572e+006	
93.75	25	16.25	4.23724e+006	
91.2186	25	18.677	4.59236e+006	
93.75	25	18.75	4.20364e+006	
91.3367	25	21.2649	4.52529e+006	
93.868	25	21.3379	4.16071e+006	
91.368	25	23.8379	4.45159e+006	
93.8624	25	23.7649	4.09888e+006	
91.25	25	26.25	4.40449e+006	
93.7444	25	26.177	3.97222e+006	
91.2747	25	28.677	4.27639e+006	
93.743	25	28.677	3.91987e+006	
91.2747	25	31.177	4.16118e+006	
93.743	25	31.177	3.77536e+006	
91.2831	25	33.677	3.99025e+006	
93.75	25	33.75	3.67389e+006	
91.2831	25	36.1771	3.84558e+006	
93.75	25	36.25	3.5125e+006	
91.25	25	38.75	3.63925e+006	
93.75	25	38.75	3.36303e+006	
91.25	25	41.25	3.42898e+006	
93.75	25	41.25	3.12059e+006	
91.2452	25	43.6877	3.10257e+006	
93.8219	25	43.632	2.91196e+006	
86.3968	25	6.56109	5.65662e+006	
88.8232	25	6.37394	5.13806e+006	
86.3939	25	8.94336	5.72138e+006	
88.8961	25	8.94165	5.19266e+006	
86.247	25	11.2522	5.74658e+006	
88.7493	25	11.2505	5.17225e+006	
86.2473	25	13.7541	5.65306e+006	
88.7493	25	13.7505	5.135e+006	
86.2476	25	16.2542	5.57793e+006	
88.7497	25	16.2505	5.08624e+006	
86.1834	25	18.5613	5.49085e+006	
88.7183	25	18.6776	5.02233e+006	
86.1838	25	21.0608	5.38936e+006	
88.7186	25	21.177	4.91899e+006	
86.25	25	23.75	5.27424e+006	
88.75	25	23.75	4.8739e+006	
86.1771	25	26.2907	5.19203e+006	
88.6771	25	26.2907	4.74035e+006	
85.868	25	28.8141	5.09259e+006	
88.7018	25	28.7177	4.67635e+006	
86.1771	25	31.4072	4.89363e+006	
89.0108	25	31.3108	4.54428e+006	
86.4735	25	33.7657	4.75774e+006	
89.0192	25	33.8108	4.42898e+006	
86.2374	25	36.132	4.61105e+006	
88.7831	25	36.1771	4.1988e+006	
86.2264	25	38.7897	4.36011e+006	
88.75	25	38.75	4.01416e+006	
86.2478	25	41.2181	4.10203e+006	
88.7714	25	41.1784	3.70675e+006	
86.2155	25	43.5008	3.73235e+006	
88.7667	25	43.6161	3.37508e+006	
81.0572	25	6.25882	7.42228e+006	
83.7488	25	6.38755	6.44743e+006	
81.0095	25	8.79711	7.34604e+006	
83.7459	25	8.76982	6.45962e+006	
81.4457	25	43.545	4.97419e+006	
81.0415	25	11.3633	7.23805e+006	
83.7779	25	11.336	6.36342e+006	
81.2593	25	13.9523	7.04635e+006	
83.7781	25	13.8379	6.24678e+006	
81.2113	25	16.3814	6.94719e+006	
83.7301	25	16.267	6.14713e+006	
81.2061	25	18.8363	6.81825e+006	
83.6659	25	18.5741	6.10441e+006	
81.2252	25	21.5139	6.602e+006	
83.685	25	21.2517	5.92423e+006	
81.0636	25	24.1771	6.5588e+006	
83.7513	25	23.941	5.83389e+006	
81.0348	25	26.6041	6.362e+006	
83.7225	25	26.368	5.69135e+006	
81.2648	25	29.1041	6.25596e+006	
83.4135	25	28.8914	5.51098e+006	
81.3474	25	31.559	6.05324e+006	
83.4961	25	31.3464	5.38146e+006	
81.1866	25	34.059	5.91517e+006	
83.7926	25	33.7049	5.28882e+006	
81.1466	25	36.5944	5.67874e+006	
83.7526	25	36.2403	5.04604e+006	
81.2897	25	39.1109	5.48977e+006	
83.7416	25	38.898	4.86297e+006	
81.2621	25	41.4074	5.23078e+006	
83.714	25	41.1945	4.58233e+006	
83.6817	25	43.4772	4.2288e+006	
125	1.11928	6.15289	2770.73	
125	3.8483	6.46439	3479.01	
125	1.20381	8.74881	3825.76	
125	3.68199	8.77608	4753.56	
125	1.26215	11.164	5176.81	
125	3.74033	11.1913	6248.92	
125	1.41081	13.4307	6444.97	
125	3.61072	13.4915	8004.52	
125	1.34002	16.0248	8068.36	
125	3.53993	16.0856	9707.03	
125	1.21782	18.7597	9357.01	
125	3.65588	18.734	11705.2	
125	1.23263	21.2778	10689.1	
125	3.67068	21.252	13066.6	
125	1.12464	23.8152	11459.5	
125	3.55473	23.5734	14041.8	
125	1.19477	26.2204	12235.4	
125	3.62487	25.9785	14787.5	
125	1.30781	28.74	12647.3	
125	3.802	28.7036	15337.8	
125	1.28382	31.3078	12613	
125	3.77801	31.2714	15108.5	
125	1.40271	33.5056	12392.6	
125	3.59728	33.5032	14424.8	
125	1.30307	36.0062	11592.8	
125	3.49765	36.0039	13419.4	
125	1.11139	38.792	10273	
125	3.55174	38.8163	12011.3	
125	1.18204	41.2501	8965.49	
125	3.62239	41.2744	10542.1	
125	1.21476	43.7194	7251.77	
125	3.53782	43.5029	9068.12	
125	6.25237	6.68232	5362.22	
125	8.92536	6.37549	9108.95	
125	6.08606	8.99402	6373.01	
125	8.6348	8.9502	10621	
125	6.19788	11.3838	8676.63	
125	8.74662	11.34	12497.7	
125	6.06826	13.684	10287.3	
125	8.81674	13.6726	14946.2	
125	6.52227	16.0938	12877	
125	8.65375	16.1369	16445.7	
125	6.29605	19.1837	14878.6	
125	8.87282	19.2421	19203	
125	6.18207	21.3323	16092.1	
125	8.75883	21.3908	20051.7	
125	6.06611	23.6537	16927.9	
125	8.87461	23.6329	21225.2	
125	6.32036	26.0741	17906.2	
125	8.48244	26.2303	20966.1	
125	6.13495	29.2614	17794.3	
125	8.70375	29.2209	21160	
125	6.2558	31.3788	17495.3	
125	8.8246	31.3383	20513.4	
125	6.07508	33.6106	16498.1	
125	9.07818	33.6918	19278.6	
125	6.40532	35.9808	15489.5	
125	8.53571	36.0476	16790.8	
125	6.15763	39.2216	13077.4	
125	8.73945	39.3243	13764.4	
125	6.19769	41.3779	11533.6	
125	8.7795	41.4806	11666	
125	6.11311	43.6064	9986.98	
125	9.02751	43.9002	9537.81	
125	11.341	5.92357	16151.1	
125	13.7405	6.47	28413.7	
125	11.29	8.69213	17804.2	
125	13.7545	8.72017	30819	
125	11.3195	11.1894	20188.1	
125	13.784	11.2175	32169	
125	11.3896	13.5221	21905.6	
125	13.7759	13.6375	32997.3	
125	11.3512	16.0123	23521.4	
125	13.7374	16.1277	33622.1	
125	11.2954	18.7304	24783.6	
125	13.8646	18.7043	34894.6	
125	11.328	21.2418	26047	
125	13.8972	21.2156	35240	
125	11.4438	23.4838	26769.7	
125	13.7837	23.7021	34591.6	
125	11.3131	26.1557	26526	
125	13.653	26.374	33250.8	
125	11.2505	28.8612	25638.8	
125	13.654	28.8745	31982.3	
125	11.3863	31.1801	24555.4	
125	13.7898	31.1934	30158	
125	11.6399	33.5335	22944.8	
125	13.8696	33.6962	27228.5	
125	11.4862	36.125	19363.2	
125	18.6824	6.70684	89989.9	
125	13.716	36.2876	22897.7	
125	11.119	38.9589	15120	
125	13.6792	38.9394	17650.1	
125	11.0034	41.4646	11022.8	
125	16.0663	6.76735	49206.3	
125	13.5636	41.4451	13278.6	
125	11.2514	43.8843	8008	
125	13.5139	43.807	8054.15	
125	16.2966	9.19033	52918.4	
125	18.7969	9.19928	92455.5	
125	16.3165	11.3855	53124.7	
125	18.8168	11.3945	90512.7	
125	16.3084	13.8055	52445.2	
125	18.8693	13.9117	87887.4	
125	16.2474	16.2323	51136.3	
125	18.8082	16.3384	83673.8	
125	16.3746	18.8089	51197.7	
125	18.562	19.02	75763.9	
125	16.3042	21.4668	49480.6	
125	18.4916	21.678	71913.1	
125	16.1906	23.9533	47200.1	
125	18.6748	23.9744	70811.7	
125	16.1711	26.3512	45142.5	
125	18.6553	26.3722	66168.3	
125	16.1722	28.8517	42382.1	
125	18.6656	28.868	61071.6	
125	16.1385	31.2326	38764.2	
125	18.632	31.249	55203	
125	16.2184	33.7354	34884.9	
125	18.572	33.7778	47933.7	
125	16.3376	36.2337	30149.2	
125	18.6912	36.2761	43213.4	
125	16.3009	38.8854	26033.2	
125	18.5987	38.9605	39994.7	
125	16.2873	41.4936	24029.3	
125	18.5851	41.5687	46045	
125	16.2376	43.8555	24792.2	
125	18.6904	43.822	59412.3	
131.216	-5	6.17589	4639.49	
133.672	-5	6.08541	5703.51	
131.101	-5	8.72446	6048.65	
133.83	-5	8.954	7592.34	
131.056	-5	11.2524	7435.13	
133.785	-5	11.4819	9130.74	
131.211	-5	13.7542	8857.55	
133.793	-5	13.58	10341.7	
131.219	-5	16.2879	10038.7	
133.8	-5	16.1137	11691.6	
131.216	-5	18.9614	11109.2	
133.697	-5	18.9913	12880.4	
131.09	-5	21.4854	11721.2	
133.571	-5	21.5153	13629.3	
131.024	-5	23.8665	12113.2	
133.629	-5	23.7499	14087.9	
131.069	-5	26.38	12272	
133.674	-5	26.2634	14319.5	
130.931	-5	28.8335	12003	
133.67	-5	28.9752	14086.9	
130.894	-5	31.161	11506.3	
133.633	-5	31.3028	13571.7	
131.17	-5	33.6129	11053.4	
133.635	-5	33.5909	12778.6	
131.3	-5	36.2381	10034.4	
133.765	-5	36.2161	11631.4	
131.356	-5	38.9531	8633.88	
133.94	-5	38.9548	10127.1	
131.364	-5	41.251	7229.69	
133.949	-5	41.2527	8563.97	
131.225	-5	43.5999	5568.23	
133.689	-5	43.4745	6892.07	
136.22	-5	6.16259	6485.7	
139.201	-5	5.94789	6499.56	
136.279	-5	8.22467	7934.6	
138.969	-5	8.49766	8319.12	
138.56	-5	10.9411	10018.3	
136.122	-5	11.246	9808.44	
136.13	-5	13.344	11085.8	
138.851	-5	13.3416	11463.4	
136.61	-5	15.759	12554	
139.185	-5	15.9418	12947.6	
136.008	-5	18.1416	13630	
138.618	-5	18.2548	14002.4	
138.641	-5	20.9646	15016.9	
136.007	-5	21.1126	14625.5	
136.064	-5	23.3472	15165	
138.815	-5	23.4418	15509.8	
136.294	-5	25.7699	15442.4	
138.941	-5	25.9002	15772.4	
136.196	-5	28.138	15383.7	
138.887	-5	28.1985	15587.1	
138.578	-5	30.8992	15080.3	
136.071	-5	31.0532	14683.4	
136.073	-5	33.3413	13859	
138.959	-5	33.3803	14070.5	
136.245	-5	35.7754	12738.5	
138.941	-5	35.9394	12870.7	
136.21	-5	38.1435	11396.1	
138.885	-5	38.272	11401.8	
144.147	-5	15.9812	10836.5	
144.28	-5	10.9732	8260.35	
138.842	-5	41.1513	9444.22	
144.239	-5	21.3804	12501.3	
136.458	-5	41.2598	9281.13	
144.284	-5	8.58776	6860.5	
136.198	-5	43.4816	7528.19	
138.715	-5	43.5519	7594.92	
141.575	-5	6.34137	6304.83	
144.139	-5	6.14267	5183.65	
141.86	-5	8.74617	7999.54	
143.989	-5	26.1173	13260	
141.485	-5	11.113	9621.68	
144.163	-5	13.4463	9713.71	
141.369	-5	13.5861	11173	
144.122	-5	30.9595	12525.7	
141.608	-5	16.1324	12415.1	
144.208	-5	18.5972	11813.7	
141.669	-5	18.7484	13479.6	
144.091	-5	36.0827	10614.5	
141.475	-5	21.2889	14369.7	
144.07	-5	23.8624	13057.3	
141.306	-5	23.771	14910.2	
144.012	-5	41.1415	7562.96	
141.57	-5	26.2959	14932	
144.106	-5	28.6054	12947.8	
141.687	-5	28.784	14624.5	
141.496	-5	31.2235	14163.5	
144.144	-5	33.2936	11710.8	
141.518	-5	33.5576	13287.9	
144.111	-5	43.4847	5686.68	
141.699	-5	36.1132	11952.1	
143.967	-5	38.7604	9108.38	
141.575	-5	38.7909	10372	
141.632	-5	41.2985	8576.49	
141.73	-5	43.6418	6711.44	
150	46.2484	6.31892	58895.1	
150	48.6631	6.10326	46931.4	
150	46.5017	8.71011	69844.9	
150	48.9164	8.49445	57499	
150	46.8744	11.1635	77501.3	
150	48.922	11.2776	67849.2	
150	46.7814	13.6109	85146.2	
150	48.829	13.725	75466.7	
150	46.4123	16.1571	91177.7	
150	48.9152	16.1541	79476	
150	46.4653	18.7965	94323.9	
150	48.9681	18.7934	82423.9	
150	46.7797	21.1747	94357.3	
150	49.0471	21.4673	83373	
150	46.7428	23.7029	94583.8	
150	49.0101	23.9955	83489.6	
150	46.4297	26.3256	94221.7	
150	48.9097	26.2816	83175.2	
150	46.4695	28.7575	91768.8	
150	48.9495	28.7134	80713.4	
150	46.7166	31.1391	87732.1	
150	49.0499	31.2126	77340.1	
150	46.6812	33.6351	83288.3	
150	49.0144	33.7086	72947.9	
150	46.4322	36.2541	78133.8	
150	48.8825	36.2089	68800.5	
150	46.4136	38.7295	70838.3	
150	43.7965	8.79405	79515.7	
150	48.8639	38.6843	61526.7	
150	46.6739	41.3453	61018.6	
150	48.982	41.278	52396.6	
150	43.9135	16.1807	98843.4	
150	46.9323	43.5847	49940.7	
150	49.2404	43.5173	41419.7	
150	40.9712	6.30065	72606.9	
150	43.5952	6.35079	68306.3	
150	41.6258	8.77806	82831.8	
150	41.8674	11.2817	91432.2	
150	44.1458	13.6668	94109.1	
150	43.9952	11.354	87920.6	
150	41.6333	13.5546	96810.6	
150	43.9142	26.1726	101178	
150	41.0594	16.4084	101963	
150	43.8001	18.7936	101978	
150	41.5993	18.7917	103601	
150	41.7867	21.2565	104565	
150	44.0982	23.6417	102449	
150	43.9099	21.3034	102454	
150	41.6599	23.4857	104288	
150	43.8504	36.2258	85163.3	
150	41.145	26.3704	103342	
150	43.8015	28.7945	98922.9	
150	41.5975	28.7951	100683	
150	41.8254	31.2949	97344.4	
150	44.0998	33.7223	90573.7	
150	44.0268	31.2905	94641.5	
150	41.6301	33.6914	93575.8	
150	41.173	36.6298	88348	
